ID,organizationName,category,additionalOrgDonateCondition,donateLink,viewLink,missionStatement,region,logo
759,Larkspur Conservation,Environment,TRUE,index.php?section=organizations&action=newDonation_org&fwID=759,Larkspur,"Through teaching and practice, Larkspur Conservation promotes natural burial by creating nature preserves where mindful natural burial can occur.  We strive to be environmental stewards of creation by preserving and restoring the habitats we have been given, and by reducing burial activities that damage our natural home. Our nature preserves allow for the practice of rituals that honor the mystery and power we encounter in death, provide green space for the public to enjoy and serve as a platform to protect and conserve endangered land.  Larkspur Conservation serves the whole community.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/759?thumbnail=1&maxWidth=290&maxHeight=164
451,"Last Chance Pet Rescue, Inc.",Animals,TRUE,index.php?section=organizations&action=newDonation_org&fwID=451,lastchancepetrescueinc,"Last Chance Pet Rescue, Inc. was formed to provide exposure and rescue for the animals held by animal control facilities in Dickson County, Tennessee and to locate affordable spay/neuter options for individually owned companion animals.  In 2019, we became aware of the growing number of senior animals in animal control facilities. Our mission has now changed to focus on rescuing those senior animals in local animal control facilities that must euthanize.  We still also help Dickson County residents spay and neuter their companion animals.   Once Dickson County/City animal control merged with the Humane Society of Dickson County, our work there was complete.  We now focus on senior animals in animal control facilities that must euthanize and affordable spay/neuter for our county's residents.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/451?thumbnail=1&maxWidth=290&maxHeight=164
4230,Launch Mentorship,Education (excluding Colleges/Universities),FALSE,index.php?section=organizations&action=newDonation_org&fwID=4230,LaunchMentorship,Our mission is to promote the academic and extracurricular success of students by providing them with the support & tools necessary to independently develop & accomplish post-secondary goals.,FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/4230?thumbnail=1&maxWidth=290&maxHeight=164
3225,Lawrence County Senior Citizens Club,Human Services,TRUE,index.php?section=organizations&action=newDonation_org&fwID=3225,LCSC,"The Lawrence County Senior Center is a vital social institution offering a broad range of services and activities and access to many community resources. The Senior Center is unique because it focuses on older adults as total persons, recognizing their diverse needs and life-long interests, experience, and skills.

The philosophy of the Senior Center is based on the premises that aging is a normal developmental process; that human beings need peer with whom they can interact and who are available as a source of encouragement and support; and that senior adults have the right to a voice in determining matters in which they have a vital interest.

In accordance with these premises, the Senior  Center adheres to the following beliefs: older adults, like all people, are individuals with ambitions, capabilities, and creative capacities'; they are capable of continued growth and development; they have certain basic needs, including opportunities for relationships and for experiencing a sense of achievement; they need both access to sources of information and help for personal family problems, and the opportunity to learn from individuals coping with similar experiences; they have a right maximum opportunity for involvement in all aspects of a center's decision-making process. The staff at the Senior Center is obligated to create and atmosphere that acknowledges the value of human life; affirms the dignity and self-worth of the older adult; and maintains a climate of respect trust, and support.

The Enrichment Center provides opportunities for older adults to apply their wisdom, experience, and insight; to exercise their skills; and to develop their potential as individuals with the context of the whole community.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/3225?thumbnail=1&maxWidth=290&maxHeight=164
4049,Layman Lessons Ministries,Human Services,TRUE,index.php?section=organizations&action=newDonation_org&fwID=4049,LaymanLessons,"Layman Lessons Mobile Ministriesˇ vision/mission, since 2001, has been to feed the hungry, clothe the naked and shelter the homeless, first in Nashville and Middle Tennessee, then across the U.S. with NO PAID STAFF.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/4049?thumbnail=1&maxWidth=290&maxHeight=164
1234,"LEAD Public Schools, Inc.",Education (excluding Colleges/Universities),FALSE,index.php?section=organizations&action=newDonation_org&fwID=1234,LEADPublicSchools,LEAD Public Schools prepares all of our students with the knowledge and skills to succeed in college and in life.,FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/1234?thumbnail=1&maxWidth=290&maxHeight=164
1297,Leadership Clarksville,Community Improvement,FALSE,index.php?section=organizations&action=newDonation_org&fwID=1297,Leadership,"To identify those in our community who are most likely to use their leadership, knowledge, skills, and abilities for the long-term benefit of the Clarksville-Montgomery County community. We emphasize that Leadership Clarksville is not designed to solve problems but to inform its participants on issues and opportunities that affect our lives.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/1297?thumbnail=1&maxWidth=290&maxHeight=164
434,"Leadership Middle Tennessee, Inc.",Community Improvement,TRUE,index.php?section=organizations&action=newDonation_org&fwID=434,LMT,To Inspire Regional Leadership,FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/434?thumbnail=1&maxWidth=290&maxHeight=164
258,Leadership Music,Arts & Culture,TRUE,index.php?section=organizations&action=newDonation_org&fwID=258,LeadershipMusic,The mission of Leadership Music is to cultivate a forward-thinking community of leaders that impact the creative industry.,FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/258?thumbnail=1&maxWidth=290&maxHeight=164
4156,Leadership Wilson,Community Improvement,TRUE,index.php?section=organizations&action=newDonation_org&fwID=4156,LeadershipWilson,"Leadership Wilson serves to identify, train, and motivate individual citizens in community leadership.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/4156?thumbnail=1&maxWidth=290&maxHeight=164
311,League of Women Voters of Tennessee Education Fund,Community Improvement,TRUE,index.php?section=organizations&action=newDonation_org&fwID=311,LWVEdFund,"The League of Women Voters of Nashville is a nonpartisan group that conducts voter service and citizen education activities  including building citizen participation in the democratic process, studying key community issues, seeking positive solutions to public policy through education and conflict management.  ",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/311?thumbnail=1&maxWidth=290&maxHeight=164
241,"Learning Matters, Inc.",Education (excluding Colleges/Universities),TRUE,index.php?section=organizations&action=newDonation_org&fwID=241,LearningMatters,"Learning Matters is a non-profit organization established in 2006 with a mission to reduce barriers to learning and ensure educational equity for K-12 students with learning disabilities. The most prevalent learning disability is Dyslexia, which impacts 1-in-5 individuals. ",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/241?thumbnail=1&maxWidth=290&maxHeight=164
362,Lebanon Senior Citizens Center,Human Services,TRUE,index.php?section=organizations&action=newDonation_org&fwID=362,lscc,"The Senior Center, in concept, is a multipurpose social institution, serving its community as a health service provider, an aging advocate, an information resource, a practitioner training laboratory and a source of experienced older workers, paid and volunteer. To the older person, the senior center is a source of opportunities: to enjoy supportive social and recreational contacts with peers, to maintain or regain a sense of self-esteem, to develop or expand knowledge and skills, to obtain assistance or access to assistance in a personal non-bureaucratic setting.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/362?thumbnail=1&maxWidth=290&maxHeight=164
3897,"Legacy 615, Inc.",Community Improvement,TRUE,index.php?section=organizations&action=newDonation_org&fwID=3897,legacy615,"Legacy 615, Inc. is a nonprofit organization dedicated to educating and empowering adolescent females and women in primary & secondary education, social transformation, health & wellness, and beauty. Legacy 615, Inc. cultivates community partnerships to provide services to families and homeless individuals in the Nashville community enduring socioeconomic hardships and/or disadvantages. ",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/3897?thumbnail=1&maxWidth=290&maxHeight=164
3230,Legacy Mission Village,Human Services,TRUE,index.php?section=organizations&action=newDonation_org&fwID=3230,LegacyMissionVillage,"Founded by refugees for refugees, Legacy's mission is to provide hope and healing to refugees in the Middle Tennessee area by empowering refugees with education and skills to achieve stability and thereby facilitating successful integration into American society.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/3230?thumbnail=1&maxWidth=290&maxHeight=164
655,Legal Aid Society of Middle Tennessee and the Cumberlands,Human Services,TRUE,index.php?section=organizations&action=newDonation_org&fwID=655,LASMTC,"Legal Aid Society of Middle Tennessee and the Cumberlands' mission is to advance, defend and enforce the legal rights of low-income and vulnerable people in order to secure for them the basic necessities of life.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/655?thumbnail=1&maxWidth=290&maxHeight=164
3981,Les Dames d'Escoffier Nashville,Community Improvement,TRUE,index.php?section=organizations&action=newDonation_org&fwID=3981,lesdamesnashville,"Les Dames Nashville is a local chapter of an international network of women leaders in food, fine beverage, hospitality and farming who are passionate about supporting women in those fields. Through our events, we raise money to fund our career advancement grants and culinary scholarships, while furthering education and appreciation of our industry throughout our community.

Our membership reflects a diversity of professionals, and includes chefs, restaurateurs, caterers, farmers, food retailers, event planners, cookbook authors, food journalists and historians, winemakers and wine industry professionals, brewers, cheese mongers, food publicists, culinary educators and hospitality executives.

Core Aspects to our Mission: 
Share Knowledge. Support Members. Provide Leadership. Mentor Women in their Professions.
Coordinate educational opportunities. 
Host philanthropic events for the larger community.


",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/3981?thumbnail=1&maxWidth=290&maxHeight=164
1096,LETS Play,Youth Development,FALSE,index.php?section=organizations&action=newDonation_org&fwID=1096,LETSPlay,"L.E.T.S. Play builds language skills and confidence for students through sports while establishing lasting partnerships with schools and communities. L.E.T.S. Play uses students' excitement around sports, and in particular around soccer, to teach English in a structured environment to students. More than one in six Nashvillians now are foreign born, and about 25% of students in Metro Public Schools come from families that are not proficient in English. However, schools lack the resources needed to serve this number of ELL students. Additionally, the frequent trauma and gaps in schooling that these students have create additional barriers for students on top of the lack of language skills.  Play, motivation, and exercise are shown to substantially impact learning outcomes overall. L.E.T.S. Play gives these students an outlet where they can continue improving their language skills while they play and exercise in a safe setting outside of school. Moreover, the experience and skills both in language and sports provide access to sports at school where they can find a place to belong and be challenged. With the use of a proprietary curriculum created by teachers trained at the Tennessee Foreign Language Institute and reevaluated through coursework at the Peabody School at Vanderbilt University, the program aims to improve student's language and interpersonal skills, exercising and creating new relationships with peers that find themselves in a similar situation.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/1096?thumbnail=1&maxWidth=290&maxHeight=164
575,Leukemia & Lymphoma Society,Health,FALSE,index.php?section=organizations&action=newDonation_org&fwID=575,leukemialymphomasociety,"The mission of the Leukemia & Lymphoma Society is to cure leukemia, lymphoma, Hodgkin's disease and myeloma, and improve the quality of life of patients and their families.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/575?thumbnail=1&maxWidth=290&maxHeight=164
3232,Lewis County Historical Society,Arts & Culture,FALSE,index.php?section=organizations&action=newDonation_org&fwID=3232,lchs,"Dedicated to the collection, preservation and interpretation of Lewis County's natural, aboriginal, civil, political, military, literacy and ecclesiastical history.  We operate Lewis County Museum of Natural History.",FALSE,
865,"Life Choices Pregnancy Support Center, Inc.",Human Services,TRUE,index.php?section=organizations&action=newDonation_org&fwID=865,LCPSC,Life Choices strives to be a beacon of truth by giving help and offering hope.,FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/865?thumbnail=1&maxWidth=290&maxHeight=164
1309,Lighthouse Christian Camp,Religious Institution,TRUE,index.php?section=organizations&action=newDonation_org&fwID=1309,lighthousechristiancamp,"Our mission is to minister to under-resourced, disadvantaged and often needy children. Thru free weeks of summer camps and year-round follow up programs these children are introduced to the Gospel of Jesus Christ and are taught how to live a victorious life in Him. Additionally, God has called us to provide for children in crisis through our Foster homes and for widows in need through Sing for Joy Widows' Homes.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/1309?thumbnail=1&maxWidth=290&maxHeight=164
657,"Lighthouse Ministries of Antioch TN, Inc. / Lighthouse Christian School",Education (excluding Colleges/Universities),FALSE,index.php?section=organizations&action=newDonation_org&fwID=657,LCSLIONS,"Lighthouse Christian School exists to glorify God by offering a Christ-centered, quality education that assists parents in training their children to be leaders and disciples of the Lord Jesus Christ.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/657?thumbnail=1&maxWidth=290&maxHeight=164
472,Lipscomb University,Colleges/Universities,TRUE,index.php?section=organizations&action=newDonation_org&fwID=472,Lipscomb,"Our Vision:
Anchored in our Christ-centered mission, Lipscomb University will lead as a top-tier, nationally recognized institution.
We will excel in teaching, learning and research; be ambitious in our service to others; and be driven by continuous
improvement.

Our Mission:
We are a Christ-centered community preparing learners for purposeful lives through rigorous academics and transformative experiences.

Our Core Tenets:
We are a community engaged with the life and teachings of Jesus. We are committed to an ongoing search for truth.
We provide excellent, whole-person learning experiences to shape lives of character, leadership, service and faith. We
equip people to succeed in their vocation and contribute to the common good by living out their faith in action.

Our Goals:
Goal 1: Provide a premier, learner-focused
Christian education
Goal 2: Promote and develop spiritual growth and
transformation across our community
Goal 3: Recruit, support, retain and graduate students
with the tools for a purposeful life
Goal 4: Build a culture of diversity, equity and belonging
where people thrive as image-bearers of God
Goal 5: Expand our engagement, influence and impact
by forging deep connections with communities,
organizations and alumni
Goal 6: Empower and sustain a culture of
effectiveness, efficiency, collaboration and
financial strength across our community",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/472?thumbnail=1&maxWidth=290&maxHeight=164
794,Lisa Ross Parker Foundation,Health,TRUE,index.php?section=organizations&action=newDonation_org&fwID=794,lrpfoundation,"The Lisa Ross Parker Foundation strives to honor the charitable legacy of cancer victim Lisa Ross Parker by continuing to pursue her charitable passions within the meaning of section 501(c)(3), including (but not limited to) assisting and caring for adult patients with leukemia, lymphoma and other blood-related cancers, and their families. To this end, we work to ease the burden of families of cancer patients who require an extended stay at the hospital for treatment.     In addition, we strive to honor Lisa's charitable legacy by assisting with charitable animal welfare and supporting other animal advocacy organizations that follow the same principles within the meaning of section 501(c)(3). To this end, we provide additional support to other charitable organizations dedicated to the protection of animals from cruelty and disease, and we provide specific assistance to animals in need of protection.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/794?thumbnail=1&maxWidth=290&maxHeight=164
266,Literacy Council of Sumner County,Education (excluding Colleges/Universities),FALSE,index.php?section=organizations&action=newDonation_org&fwID=266,literacymidtn,"Our mission is to serve the community by providing resources, counseling and one-on-one tutoring to children, youth, and adults in order to enhance their academic skills in all areas.  All services offered by the Literacy Council of Middle Tennessee are FREE of charge to the individual and their families.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/266?thumbnail=1&maxWidth=290&maxHeight=164
3244,Little Rose Wagon Foundation,Education (excluding Colleges/Universities),FALSE,index.php?section=organizations&action=newDonation_org&fwID=3244,lrwf,Provide financial support and educational resources to single mothers earning a college degree or technical certificate.,FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/3244?thumbnail=1&maxWidth=290&maxHeight=164
4287,Live Love Nashville,Human Services,TRUE,index.php?section=organizations&action=newDonation_org&fwID=4287,LiveLoveNashville,Live Love Nashville provides resources to residents and children in Middle Tennessee during times of trouble.,FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/4287?thumbnail=1&maxWidth=290&maxHeight=164
732,Living Development Concepts Inc.,Housing & Shelter,TRUE,index.php?section=organizations&action=newDonation_org&fwID=732,livingdevelopmentpconceptsinc,"Our mission is to provide reliable housing services in the development of safe, decent, affordable housing for low-to-moderate-income individuals/families. To provide quality referral services and function as a liaison along with the housing counseling partners to our clients. Our purpose is to operate as an advocate for housing acquisition opportunities within the community through awareness of resources.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/732?thumbnail=1&maxWidth=290&maxHeight=164
810,Loaves and Fishes,Human Services,TRUE,index.php?section=organizations&action=newDonation_org&fwID=810,loaves,"Our Mission is to meet the most basic needs of hungry and vulnerable people in our community while giving them paths of hope for their future.

We feed people in need regardless of their circumstances by providing healthy and nutritious meals to all who enter our doors.  We serve as a distribution center through which food donations are shared with other nonprofit agencies who are dedicated to feeding the hungry in Clarksville, TN and surrounding areas.  We collaborate with other local support organizations to provide basic needs beyond food for the people we serve.
",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/810?thumbnail=1&maxWidth=290&maxHeight=164
405,Lotz House Foundation,Arts & Culture,FALSE,index.php?section=organizations&action=newDonation_org&fwID=405,lotzhouse,"The Lotz House Foundation is a nonprofit dedicated to protecting, preserving and educating people on the history and culture of the historic civil war Battle of Franklin, TN in 1864. We are committed to enriching lives through preserving stories of the time along with the lifestyle, furnishings and fine art of the period.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/405?thumbnail=1&maxWidth=290&maxHeight=164
109,"Love Helps, Inc.",Education (excluding Colleges/Universities),TRUE,index.php?section=organizations&action=newDonation_org&fwID=109,lovehelps,"The mission of Love Helps, inc. is to affirm children toward responsible behavior through positive character development using diverse programs networked with the community and administered in love.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/109?thumbnail=1&maxWidth=290&maxHeight=164
1050,Love in a Big World,Youth Development,FALSE,index.php?section=organizations&action=newDonation_org&fwID=1050,loveinabigworld,"Love In A Big World empowers kids, families & communities through character education, healthy habits, social responsibility and FUN!",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/1050?thumbnail=1&maxWidth=290&maxHeight=164
3250,Love Learning Music Incorporated,Education (excluding Colleges/Universities),TRUE,index.php?section=organizations&action=newDonation_org&fwID=3250,lovelearningmusic,"The Love Learning Music mission is to therapeutically educate, equip, and empower the whole person, regardless of age, ability, or socioeconomic status.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/3250?thumbnail=1&maxWidth=290&maxHeight=164
761,"Love One Another Embassy, Inc. / Joseph's Storehouse Food Ministry",Health,TRUE,index.php?section=organizations&action=newDonation_org&fwID=761,JosephsStorehouse,"Love One Another Embassy's mission is to promote the Gospel of Jesus Christ by meeting the needs of the people.  Our tagline is 'Feeding the world, one soul at a time.'  Our primary program and our dba is Joseph's Storehouse Food Ministry. We distribute food and toiletry/hygiene items to the elderly, disabled and low income in Wilson County. We also provide items to support other qualified 501(c)(3) organizations in Middle TN. We are a faith-based ministry and offer prayer, but it is not a requirement to participate in the food ministry. It is completely optional, but we have many participants (especially the elderly) who tell us they come for that one-on-one prayer as much as the food.  We try to show love in action so that the people know someone cares about them and their needs.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/761?thumbnail=1&maxWidth=290&maxHeight=164
351,The LoveUP Network,Education (excluding Colleges/Universities),FALSE,index.php?section=organizations&action=newDonation_org&fwID=351,loveupnetwork,"Our mission is to Spread More LOVE❤️, Create Unity, & establish Peace. We are targeting Gen Z and have a goal to secure funds for 1,000 monthly subscription-based care packages for college students. The first round of boxes ships out to students in Fall 2021.    

Our specific goal and focus for funding raised from the big payback will be to sponsor the first round of our care packages for college students or graduating high school seniors that are first-generation college students from low-income families who have experienced financial hardship or need extra support and sense of community.  Through our College Cares program, we ship out monthly care packages to college students that contain different toiletries, basic needs, & small health food items along with a monthly guide that contains different Meditations, Mantras, and Mudras to help the students stay centered, Focused, and clear during their educational career. 

Additionally, the students whose cost is covered by your financial contribution will have access to an online community and think tank where they will be able to discuss common issues with their peers in structured community talks!

We will create a space that isn't polluted by malevolent agendas trending on social media or certain media outlets and provide a space where God's Love is present again, starting the ripple effect that will restore peace and harmony starting right here in Middle Tennessee. Help us #liftLoveup today, start a fundraiser for our org, or donate! ❤️
 ",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/351?thumbnail=1&maxWidth=290&maxHeight=164
3251,LTC,Human Services,TRUE,index.php?section=organizations&action=newDonation_org&fwID=3251,leavingthecocoon,"Our mission is to show Christ-like compassion to the needs of those incarcerated and help them rebuild their lives outside prison. We desire to reach out to women caught in addictions and troubles, and help them realize and reach their God-given potential.",FALSE,
3252,Lucky Break Pet Rescue,Animals,FALSE,index.php?section=organizations&action=newDonation_org&fwID=3252,lbpr,"Our mission is to rescue pets from abuse and neglect, provide appropriate care, and place them into good homes; to aid families in need with pet-related expenses, as we are able; to educate the public about the importance of spay/neuter; and to assist our local animal shelter, as we are able.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/3252?thumbnail=1&maxWidth=290&maxHeight=164
267,Luke 14:12,Human Services,TRUE,index.php?section=organizations&action=newDonation_org&fwID=267,luke1412,"The mission of Luke 14:12 is to provide hot, nutritious meals to those who are experiencing homelessness and suffering from food insecurity in Nashville. Luke 14:12 is an ecumenical outreach program through which persons of diverse faith and secular communities join together in a common effort to address the needs of those who are inadequately fed.
",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/267?thumbnail=1&maxWidth=290&maxHeight=164
3254,"Lwala Community Alliance, Inc.",Community Improvement,FALSE,index.php?section=organizations&action=newDonation_org&fwID=3254,LwalaCommunityAlliance,"To build the capacity of the people of North  Kamagambo, Kenya to advance their own comprehensive well-being.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/3254?thumbnail=1&maxWidth=290&maxHeight=164
3255,Macon County Arts Council,Arts & Culture,FALSE,index.php?section=organizations&action=newDonation_org&fwID=3255,MCAC,"Macon County Arts Council's purpose: to stimulate interest and awareness in all forms of art; to encourage creative expression in all arts; to promote continual growth of arts through schools, community activities, and special events; and to coordinate activities that will make participation in arts accessible to all.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/3255?thumbnail=1&maxWidth=290&maxHeight=164
969,Macon Spay Neuter Assistance,Animals,TRUE,index.php?section=organizations&action=newDonation_org&fwID=969,spay123,"MSNA's mission is to enhance the lives of cats and dogs, and our community, by providing convenient, affordable spay/neuter assistance in order to prevent overpopulation.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/969?thumbnail=1&maxWidth=290&maxHeight=164
4102,Madison-Inglewood Serenity House,Human Services,TRUE,index.php?section=organizations&action=newDonation_org&fwID=4102,serenityhousemadisontn,Provide a safe meeting space for persons who are recovering from or have a desire to recover from alcoholism or substance abuse. ,FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/4102?thumbnail=1&maxWidth=290&maxHeight=164
3261,Main Street McMinnville,Community Improvement,FALSE,index.php?section=organizations&action=newDonation_org&fwID=3261,MainStreetMcMinnville,"The Main Street McMinville, Inc.'s mission is to establish a partnership between the public and private sectors dedicated to the continued revitalization of downtown McMinville, with emphasis on community livability, economic restructuring, and historic preservation,",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/3261?thumbnail=1&maxWidth=290&maxHeight=164
3262,Main Street Murfreesboro/Rutherford County,Community Improvement,TRUE,index.php?section=organizations&action=newDonation_org&fwID=3262,mainstreetmurfreesboro,"The mission for Main Street: Murfreesboro/Rutherford County is to maintain, enhance, and promote the historic downtown as the heart of our community.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/3262?thumbnail=1&maxWidth=290&maxHeight=164
3263,"Make a Wish of Middle Tennessee, Inc.",Human Services,TRUE,index.php?section=organizations&action=newDonation_org&fwID=3263,MakeAWishMidTN,"Together, we create life-changing wishes for children with critical illnesses.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/3263?thumbnail=1&maxWidth=290&maxHeight=164
413,Make Music Nashville,Arts & Culture,TRUE,index.php?section=organizations&action=newDonation_org&fwID=413,MakeMusicNashville,"Make  Music Nashville (MMN) collaborates with community partners to create  opportunities for all Nashvillians to take part in World Music Day on June 21st  through music education, play-alongs, and concert experiences in locations  across Nashville.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/413?thumbnail=1&maxWidth=290&maxHeight=164
779,Make Nashville,Arts & Culture,TRUE,index.php?section=organizations&action=newDonation_org&fwID=779,makenashville,"Make Nashville's mission is to provide the tools, space, training,  mentorship, and support needed to make amazing things.   We execute our mission through  the operation of Nashville's first and only volunteer-run all-ages Makerspace, through annual events such as the Nashville Maker Fair,  and through the workshops and outreach we schedule at the Makerspace and other venues throughout the year.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/779?thumbnail=1&maxWidth=290&maxHeight=164
780,Manchester Municipal Arts Commission,Arts & Culture,FALSE,index.php?section=organizations&action=newDonation_org&fwID=780,manchesterartscenter,"The mission of the Manchester Municipal Arts Commission is to foster, promote and encourage the development of the arts in Manchester and the surrounding areas.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/780?thumbnail=1&maxWidth=290&maxHeight=164
453,Manna Cafe Ministries,Human Services,TRUE,index.php?section=organizations&action=newDonation_org&fwID=453,MannaCafe,"Our Mission Statement reads, ""Manna Café Ministries serves people in need in Montgomery and Stewart Counties through hunger relief programs, material provisions, shelter, casework services, and other vital resources. Propelled chiefly by volunteers, Manna Café strives to restore hope, dignity, self-reliance, community, and the love of God through Jesus Christ."" We are a Christ-centered organization that uses the ""vehicles"" of food distribution and other resources to serve the community. We confront food insecurity in this region by providing nutritionally sound, balanced meals as well as generous boxes of groceries to those who are lacking. We salvage as much food as possible from being wasted by grocery stores and restaurants, pairing it instead with those in need. Our culinary department now accepts interns, who are trained to work in food service after graduation. Clients also have access to case work, showers, prayer, and a free twice-monthly health clinic. We provide emergency shelter during periods of extreme weather, and distribution of clothing, blankets, diapers, tents, household items, and more. As we carry out these various programs, community is cultivated by way of conversation, group interaction, shared tasks, and shared meals. All the while, the barriers between the so-called ""haves"" and ""have-nots"" come down, and the lines between ""us"" and ""them"" are blurred. Many times, the homeless man has volunteered alongside the bank president or political leader. We welcome everyone, male and female, young and old, homeless and wealthy, to be part of our team, both volunteer and staff.    As a faith-based organization, our mission springs from the desire to serve ""the least of these."" Our long-term goals include permanent, transitional housing for the homeless.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/453?thumbnail=1&maxWidth=290&maxHeight=164
3264,Manna House Ministries,Health,FALSE,index.php?section=organizations&action=newDonation_org&fwID=3264,MannaHouseMinistries,"To provide resources to meet various needs of those struggling with addiction as well as their families, to provide Christ-centered 12-step recovery group meetings, to provide a Safe House environment for those waiting to be placed or transitioning back into the community.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/3264?thumbnail=1&maxWidth=290&maxHeight=164
454,"Manna's Hana Riding Center, Inc.",Education (excluding Colleges/Universities),TRUE,index.php?section=organizations&action=newDonation_org&fwID=454,mannahana,To provide recreational riding for individuals with special needs by means of equine-assisted activities.,FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/454?thumbnail=1&maxWidth=290&maxHeight=164
